sentiment,text
negative,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 ."
negative,"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 ."
negative,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .
negative,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .
negative,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 ."
negative,Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .
negative,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago ."
positive,Raisio 's malting capacity was in full use in 2008 .
negative,"Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations ."
negative,Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .
negative,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .
negative,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 ."
negative,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 ."
negative,The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .
negative,Finnish Bank of +_land +_landsbanken has issued a profit warning .
negative,Finnish forest machinery manufacturer Ponsse has issued a profit warning .
negative,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering ."
negative,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 ."
negative,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .
negative,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .
negative,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 ."
negative,"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year ."
negative,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 ."
negative,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 ."
negative,Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .
negative,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 ."
negative,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier ."
negative,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .
negative,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn ."
negative,Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .
negative,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year ."
negative,Scanfil has also issued a profit warning .
negative,Scanfil issued a profit warning on 10 April 2006 .
negative,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier ."
negative,"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year ."
negative,"The poorest index figure was given to Finnish power company Fortum , 4.5 ."
negative,The real estate company posted a net loss of +ˆ  x201a -õ 59.3 million +ˆ  x201a -õ 0.21 per share compared with a net profit of +ˆ  x201a -õ 31 million +ˆ  x201a -õ 0.11 per share for the corresponding quarter of 2007 .
negative,"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said ."
negative,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said ."
positive,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .
positive,"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''"
positive,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said ."
positive,The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .
positive,The talks are aimed at restructuring operations and cutting costs .
positive,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier ."
positive,EBIT excluding non-recurring items was estimated to increase from 2009 .
positive,Lean System supports change management and component purchasing extremely well .
positive,Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .
positive,This transaction will also rationalize our pulp and paper industry related solutions .
positive,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .
positive,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 ."
positive,"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 ."
positive,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn ."
positive,"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm ."
positive,"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea ."
positive,Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .
positive,"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 ."
positive,The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .
positive,"Thus the method will cut working costs , and will fasten the planning and building processes ."
positive,"By cutting the number of plants , the group will trim fixed costs ."
negative,"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons ."
negative,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .
negative,Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .
negative,"In this case , the effect would be negative in Finland ."
negative,Nokia will certainly disagree with Qualcomm 's views on the patent situation .
negative,"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source ."
negative,Possible personnel reductions concern approximately 104 people .
negative,"That 's what I go to bed worrying about every night , ' he said ."
negative,The company initially estimated that it would cut up to 30 jobs .
negative,The number of bodily injury cases quadrupled in 2000-2006 .
negative,"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+Æmeri , the Northernmost part of the Gulf of Bothnia ."
negative,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .
negative,"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland ."
negative,Finnish M-real 's Kyro mill is starting negotiations to cut staff .
negative,"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland ."
negative,"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media ."
negative,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent ."
negative,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '"
negative,Applying for summer work is seen as laborious and stressful .
negative,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .
negative,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily ."
negative,As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .
negative,"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees ."
negative,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .
negative,"Cuts equivalent to the costs of about 35-45 employees are the target , the company said ."
negative,EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .
negative,"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy ."
negative,"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland ."
negative,"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland ."
negative,He said he has been losing five families a month to the economy as many make alternative arrangements to save money .
negative,"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 ."
negative,In addition the production personnel of the Sport Division have been given a temporary lay-off warning .
negative,"In Sweden , there is an oversupply of pharmacies ."
negative,Incap Furniture is presently negotiating staff cuts .
negative,"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries ."
negative,It is a disappointment to see the plan folded .
negative,It is the most awkward thing to use if you 're holding the phone with one hand .
negative,"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another ."
negative,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .
negative,"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs ."
negative,"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland ."
negative,"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. ."
negative,"More than 14,000 customers were left powerless ."
negative,Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .
negative,"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat ."
negative,"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted ."
negative,The measures result from weak demand in the shipbuilding industry .
negative,The production is to be liquidated before June 2009 and 325 employees loose their jobs .
negative,"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most ."
negative,"The pulp production in Finnish Kemij+Ærvi will also be liquidated and about 1,100 employees loose their jobs ."
negative,They are also upset that some of the machinery and work is taken over to Poland .
negative,They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .
negative,This is bad news for the barbeque season .
negative,"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period ."
negative,"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data ."
negative,Viking Line has canceled some services .
positive,"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said ."
negative,"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith ."
negative,30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .
negative,"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone ."
negative,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told ."
negative,"However , the suspect stole his burgundy Nissan Altima ."
negative,"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''"
negative,"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households ."
negative,Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .
negative,Metso estimates the need for personnel reductions to amount to 25 people .
negative,Most of the layoffs will be in Finland .
negative,"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs ."
negative,"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur ."
negative,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .
negative,"The dollar fell , though , against the pound and the yen ."
negative,The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .
negative,The total number of filling stations has been on the decrease recently .
negative,"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday ."
negative,Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .
negative,Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .
negative,`` Those uncertainties cloud the long-term outlook . ''
negative,"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 ."
negative,"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition ."
negative,"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 ."
negative,"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies ."
negative,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .
negative,"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 ."
negative,"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf"
negative,Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .
negative,"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 ."
negative,The air traffic of Finland has been in stoppage since then .
negative,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .
negative,The move was triggered by weak demand for forestry equipment and the uncertain market situation .
negative,The situation of coated magazine printing paper will continue to be weak .
negative,A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .
negative,"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic ."
negative,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands ."
negative,And U.S. energy executives say high steel prices are threatening energy exploration .
negative,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points ."
negative,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia ."
negative,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ˆ ??"
negative,"Divisional sales demand in the half remained `` inconsistent '' , it added ."
negative,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day ."
negative,Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .
negative,EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .
negative,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September ."
negative,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 ."
negative,Full-year operating result for 2008 was 3.6 million negative .
negative,Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .
negative,"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 ."
negative,Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .
negative,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .
negative,"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago ."
negative,Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .
negative,"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands ."
negative,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 ."
negative,"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 ."
negative,Net sales dropped by 6 % year-on-year to EUR 11.9 million .
negative,Net sales have been eaten by the weak US dollar .
negative,"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia ."
negative,Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .
negative,"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November ."
negative,"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 ."
negative,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn ."
negative,"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 ."
negative,"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year ."
negative,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .
negative,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .
negative,Reported operating margin was a negative 5.9 % .
negative,Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .
negative,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .
negative,The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .
negative,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue ."
negative,The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .
negative,The maritime administration said the ships had ignored warnings about the icy conditions .
negative,"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow ."
negative,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today ."
negative,The recent troubles simply make NETeller cheaper .
negative,The union filed a grievance over the company 's overtime assignment policies .
negative,"Therefore , the company 's 2005 result will remain weaker than that of 2004 ."
negative,Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .
negative,"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said ."
negative,"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said ."
negative,"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added ."
negative,"`` We cut our frequency to New York last year , which explains the fall , '' he said ."
negative,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''"
negative,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .
negative,"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % ."
negative,"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers ."
negative,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .
negative,EPS dropped to EUR0 .2 from EUR0 .3 .
negative,"Kiosk and cinema operations have suffered , in particular ."
negative,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .
negative,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .
negative,Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .
negative,Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .
negative,The dismissed staff members will now take the matter to court unless it can be settled outside .
negative,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years ."
negative,"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market ."
negative,"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today ."
negative,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project ."
positive,"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab ."
positive,"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements ."
positive,"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself ."
positive,"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates ."
positive,"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations ."
positive,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .
positive,Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .
positive,"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry ."
positive,"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless ."
positive,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''"
positive,Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .
positive,The main strength of the cooperation project lies in merging the know-how of two large companies .
positive,"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus ."
positive,"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 ."
positive,"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group ."
positive,"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency ."
positive,"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen ."
positive,"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum ."
positive,"I use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be eco-friendly ."
positive,"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala ."
positive,At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .
positive,We are very proud to be able to use this kind of innovative mobile service for voting in elections .
positive,"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies ."
positive,"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said ."
positive,"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote ."
positive,"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier ."
positive,Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .
positive,"W+Ærtsil+Æ 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support ."
positive,"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank ."
positive,The company said it estimates to make a slight profit thanks to cost-cutting measures .
positive,"The previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said ."
positive,"The previously concluded adaptation measures concerning the other personnel are adequate for the time being , Raute said ."
positive,"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said ."
positive,"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow ."
positive,"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''"
positive,The court found TelecomInvest 's arguments convincing .
positive,"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music ."
negative,"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being ."
positive,1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .
negative,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect ."
negative,The first ship has been delayed and is estimated to be completed in spring 2010 .
negative,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route ."
negative,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .
negative,"`` Adjustment to the fall in price level , in contrast , has been less effective ."
negative,17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .
positive,"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely ."
negative,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume ."
positive,"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA ."
negative,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .
positive,"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 ."
negative,"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham ."
negative,The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .
negative,The total need for staff cuts corresponds to about 300 man-years .
negative,"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year ."
negative,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .
negative,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports ."
